Ubicacion,Altitud,Bortle,Nubosidad,Humedad,Temperatura,Velocidad_Viento,Presion,Fase_Lunar,Planetas_Visibles,Score_Visibilidad,Calidad_Observacion
Medellín,1515.6569010365847,7,23,31,12.555567271331743,0.371473163642268,983.5247174817148,0.06546435214764601,1,57.91073864196659,0
Bogotá,2612.481667456423,8,78,39,21.972397522222153,3.732285405298978,1010.9698513733481,0.38037893703847325,4,16.307173367244772,0
Bogotá,2582.974362315121,8,58,72,12.906573774789123,6.118344127609201,1015.3253076293718,0.003606436106461497,2,34.20045973398413,0
Bogotá,2655.9532584349704,8,31,62,20.47290230946762,4.194544777398094,1015.7879532071458,0.6152274989656707,2,34.491285062458175,0
Guajira,69.42768419438735,1,95,69,9.777013229896351,2.0455549120134875,986.097253351798,0.4254151604404962,3,33.05951194153428,0
Guajira,81.33951906898278,1,87,48,22.53158406114571,10.92018386694296,1000.1406477728588,0.12702076978628785,0,29.996228123660437,0
Bogotá,2580.243006085286,8,51,76,20.402958539075797,12.197214827519774,1017.3242991695291,0.2963676068408221,2,34.83848508628259,0
Tatacoa,380.03154845431436,2,61,58,25.763872850275114,3.8621846421558725,993.620564467044,0.5696606989719245,3,45.34119016679418,0
Cali,1010.4682549540378,7,57,75,23.13681130781084,11.61629241909455,1001.0486903918599,0.656713368009977,3,25.211989908749317,0
Guajira,102.7087452025365,1,51,62,21.19055044473816,5.783303466019707,992.275725171493,0.4623358796634468,3,49.55021643833037,0
Villa de Leyva,2144.2239581506283,3,11,69,24.554692381954908,7.600286862810042,1000.8598138048396,0.8039591160909458,1,55.21897235136185,0
Bogotá,2599.6044993592363,8,38,42,11.45460592573354,12.840016123397293,1019.9527065166797,0.11244041170298569,3,32.68486307969931,0
Guajira,58.90221394264377,1,1,63,22.288631870206498,11.249305227036118,1000.4805903964747,0.08454572261240778,1,67.18436401569785,1
Medellín,1534.2836867738833,7,2,57,12.130654467746664,12.076752769742665,1005.0160407683444,0.04424426901780831,3,48.812205804172265,0
Villa de Leyva,2181.899168288825,3,100,42,30.21253298844514,2.052677498795352,998.1789327486388,0.5358278394494422,1,20.95848447318698,0
Medellín,1511.853944929834,7,55,64,9.6400185162945,1.0457913875059421,1000.7052732441497,0.7062317042344579,3,26.180682238882312,0
Guajira,57.878971013244964,1,80,71,18.328993992579036,13.401070936319806,980.682838957089,0.13052139942252972,2,33.76459729626123,0
Cali,949.9674307164732,7,58,99,24.699139463730678,5.817514043566415,992.7685479482205,0.6389456218553925,5,19.38034367151798,0
Medellín,1495.7699936516115,7,1,69,18.99253308003821,4.318195171045213,999.6461774783821,0.4769477661895347,2,45.60139642136511,0
Medellín,1500.3442078759522,6,1,27,10.210286077589657,10.870443813927368,1008.5208639196728,0.9873445001511152,3,54.152239346749,0
Villa de Leyva,2144.202709772467,3,91,20,21.281096387040975,12.54623394869785,1000.2523368749252,0.7174736092664115,2,27.389627036627232,0
Cali,1039.212996624681,7,53,27,23.39916581185651,12.937344328474513,995.2017669494704,0.6574733351916259,3,39.393538295323985,0
Villa de Leyva,2143.7200659168193,2,86,48,24.891015463772185,4.7399571168784105,997.4644430904871,0.5704497348723445,2,35.504259967424474,0
Guajira,38.943103849916,1,100,24,16.958235547106213,12.783185868025111,990.903199814021,0.9973661815497038,0,33.89066951211635,0
Bogotá,2671.169931649568,8,95,66,21.527839304690293,0.6140091656151808,1021.6022427248324,0.9804591708545773,3,12.14592185070234,0
Cali,1005.5923385867295,7,96,53,18.816475398533914,0.7449223718957831,1003.4784451605911,0.5381151254945216,3,15.675235795236828,0
Villa de Leyva,2150.9396221641737,3,0,84,24.12934493005408,9.352787927612317,980.6034254242455,0.4551833473342617,1,57.11558257465108,0
Bogotá,2666.9259383904564,9,18,74,22.005367215795644,0.9465955367331935,980.8750816288796,0.46211492270175236,1,42.716563032849514,0
Tatacoa,369.6799374624033,3,1,62,20.618149269419238,4.869137527652423,1023.7832735728418,0.42834239032336563,3,66.17868083981394,1
Medellín,1461.4244100351589,7,52,93,13.988584804117966,10.09133979370386,989.965290111796,0.5313983069963222,3,26.984554984470858,0
Cali,1058.7382046695257,7,43,49,8.048444425957614,5.059003440813395,1016.2523729966441,0.27358426781437073,1,40.655715049680026,0
Medellín,1477.2186398894078,6,89,36,12.177960207474303,2.693996721601439,982.6223885702259,0.9267887831144266,4,16.800070749463636,0
Bogotá,2660.772972950583,8,31,45,10.809584994180048,4.220259327807624,1021.4523231512547,0.49023008146193525,4,46.16495342019937,0
Tatacoa,346.7403690447918,2,69,27,18.778033880262722,6.863629983756477,1019.3487651650005,0.8420078118386092,1,40.88290886652478,0
Guajira,-25.091547793260062,1,31,66,22.694195618284272,7.130787830332236,1005.6991923095532,0.47530367466762,1,46.41576844876485,0
Medellín,1505.9269017503577,6,67,95,13.114040208435396,11.74500347020803,980.4049395777465,0.7182902739102429,3,28.520962973888174,0
Medellín,1491.1743804463158,7,54,91,30.53737030321249,11.252298441472687,991.6014893310502,0.33688196447658003,5,21.53564505998539,0
Cali,1029.2089432499215,7,74,65,8.160371101373308,6.8522670683420275,998.3070191329309,0.6248068577332605,3,11.481282915549317,0
Medellín,1551.2412640782952,7,55,87,26.53522436396823,12.68501023648157,1000.7028852536403,0.4983714454509194,2,31.65343999415843,0
Bogotá,2602.8797454026285,8,16,52,23.004914468730615,1.7135570788709376,993.3955441353067,0.36711425653360985,1,48.643799752846945,0
Medellín,1496.145636827393,7,37,20,16.965315225144366,3.8303002534335224,981.4826540710488,0.881556261068001,2,38.02128906216279,0
Medellín,1539.3239825674775,7,23,38,9.21173466589779,12.419646952533773,1006.5557332666943,0.11271168274890897,3,50.020804876263405,0
Cali,985.2102965951002,7,68,50,23.059677722822705,5.669910579392297,1003.586960046264,0.4869231483191103,2,33.44740996795035,0
Cali,1000.458188926815,7,97,99,17.254724308775554,14.717723381907632,992.7350285943085,0.19436907326613673,2,10.397820185243058,0
Tatacoa,346.98144387995205,2,69,33,30.47041134591726,6.993799222917531,981.7089185406323,0.8610550912175915,1,51.066830209846565,0
Bogotá,2707.1354777750576,8,85,72,21.007761797354384,11.87903434445646,1024.7567384249874,0.2534693447156634,2,12.167103206172522,0
Tatacoa,333.86378481496575,2,10,67,30.551636271044195,6.034605620735579,1001.6893784071883,0.6334303401118216,0,46.43285434482102,0
Tatacoa,423.95757107930325,2,15,88,13.291608643359298,6.374302785936456,1014.0201908798334,0.16556351508535405,0,46.13813563846699,0
Medellín,1455.4060011765946,7,96,81,25.417421848738478,5.743247209262752,1000.3541315773101,0.4049136694708366,4,0.755857282500763,0
Cali,986.4732330280391,7,72,85,22.813976500369417,10.786134307662177,981.9426630888323,0.8993571956493642,1,30.724277903352284,0
Tatacoa,431.9186181166965,2,58,83,25.745797515951484,8.212768260899917,993.9320335288475,0.16606444440194046,2,36.920173515968926,0
Bogotá,2617.724687031167,9,69,89,13.152028735340883,14.156671670525537,994.4049563452655,0.6631958253483397,1,27.223291427126775,0
Guajira,69.55362713681208,1,79,82,23.95986838970657,3.7633547480115714,1017.7258806822057,0.20451037055595478,1,28.643651489731702,0
Cali,1059.4009475153498,6,92,92,19.952969433364856,1.5084409812516653,1009.4403490099943,0.4157490525321659,2,9.30406827621804,0
Bogotá,2646.020909569571,7,2,52,25.82779939775159,5.8989222764882285,992.3943456637762,0.5406168843745993,1,45.42070725215595,0
Cali,1044.6785754764248,8,19,60,15.849071459643627,9.25069061470164,1023.5482979596588,0.5773064181897478,0,41.39849941262881,0
Bogotá,2642.4201958680806,7,58,67,29.36136861116606,12.911984053732425,994.4693824579042,0.6025113375531553,4,33.84808296980031,0
Villa de Leyva,2152.8101825583562,2,35,32,10.02323155067241,5.192953300204915,1024.9205311622925,0.6401314153909222,0,52.334345108752245,0
Tatacoa,380.9521271248532,2,18,92,27.37254365098851,9.806801266866923,1024.8273661926619,0.2717686976737975,0,43.23179312210024,0
Villa de Leyva,2206.865783010194,4,89,96,28.67167101956218,5.252980215348286,988.6044732986034,0.4013674857171591,3,22.199193774334475,0
Bogotá,2662.28533482346,8,66,50,27.61405547280371,9.258293744916871,994.073350228478,0.037318663575064415,1,31.72543855458403,0
Guajira,65.65415823358022,1,18,94,20.305433462282625,13.272119205459763,1001.8719889318095,0.7687569765313751,3,49.71947570164542,0
Cali,1041.108842742388,7,19,87,18.52123952073827,3.470364633891135,1009.8845302016551,0.8370995017889024,1,37.766113476862465,0
Bogotá,2619.68128994651,7,95,23,31.910294876597042,6.063624631605587,1003.7621352051709,0.19923676348554553,1,13.17764335721105,0
Bogotá,2667.9291565755734,8,70,38,13.50012682913989,14.898977946446198,1023.6248661109515,0.20144396462968184,2,30.727483756573843,0
Villa de Leyva,2195.6764234447573,3,51,89,21.12502318102507,13.028355423741912,1012.5795123906062,0.04203640219042071,5,35.6071924524704,0
Medellín,1453.5790713489869,7,32,32,24.096212609175815,8.46959786844303,989.5420182222339,0.9703838227924875,0,30.535049952929565,0
Cali,1034.2468840461506,7,39,42,24.820823260674366,7.7494138778141295,984.7293897596137,0.8071865681172291,2,32.508533840050994,0
Villa de Leyva,2150.8837020950136,4,38,94,12.896591977725889,4.269005734570214,1010.9780580819211,0.3607032029060321,0,42.186998356659046,0
Tatacoa,384.42445190873514,2,81,20,23.69585821615523,7.758141415402941,987.1303598081344,0.4819082714698253,1,34.8957105490732,0
Medellín,1462.2023202866442,7,0,73,27.640869595552097,12.722722474199207,1015.445457815109,0.2919669606508686,4,46.32216087751893,0
Medellín,1526.5575898896393,7,10,90,9.200445843706692,10.277617699166708,993.9966500267152,0.5972439683220844,0,44.88195096671708,0
Bogotá,2646.2396898877487,8,91,34,29.876511039807596,4.350660422669799,994.7101968375023,0.7173084123335083,4,15.005880307218519,0
Medellín,1488.7860998949338,8,56,84,8.708097323484942,3.021958815802994,980.485927657528,0.44736847799187207,1,22.211338576175926,0
Medellín,1511.2714634049946,8,88,95,16.543304779721463,3.9781280549524367,1011.5455070192768,0.8735941932916235,4,9.295718761305078,0
Villa de Leyva,2145.1755763744263,3,49,90,8.37951670959109,2.546388020892398,985.0971388879109,0.51702586221881,2,45.96697859067695,0
Bogotá,2618.8778483475876,9,22,34,9.851484044949965,1.4346104403557391,1014.7796259858583,0.14425326907781078,4,54.06038939213498,0
Bogotá,2643.8685614383667,8,30,40,29.868038844321898,6.287042616630824,1002.1340519862744,0.6222913758376416,1,32.69195458493204,0
Cali,1017.1598210925445,7,93,38,16.516659937907548,1.6994940659740154,1015.2925916729556,0.46223096590780255,3,19.22266109943604,0
Guajira,-3.225638545550936,1,41,79,18.19451673020127,2.578688365906565,1006.2766942638983,0.9356718630817258,3,37.8843840679259,0
Cali,999.1130021567217,7,98,52,13.168265153181263,8.209870265092292,983.7094972408546,0.39189392093591346,2,10.129004442921328,0
Medellín,1457.0681499639677,7,6,68,22.330298484481276,2.4689891054936206,1014.4543551517332,0.40286573915010404,3,40.78694508222256,0
Medellín,1445.457931745329,7,15,54,22.275277152266952,0.9581965114635427,983.1409768202637,0.6507733897816103,3,43.86699556530732,0
Medellín,1509.0309811876787,8,89,63,16.932809403805262,4.7608327504182775,1001.54157742562,0.526986218326428,4,9.596474224915418,0
Guajira,29.936992105102757,1,59,30,15.99283692332956,3.304786479329513,987.7557146365233,0.37444987753843484,2,51.17600706777887,0
Villa de Leyva,2180.2421888655736,3,1,91,29.239143396334107,7.729577819915651,1013.8550830090048,0.9897744156800895,2,51.682434553395126,0
Bogotá,2585.1421105096815,8,0,97,17.198821751412833,1.5355062687481396,1021.0216052512757,0.30218550999941685,4,37.029308102606606,0
Medellín,1486.0673819550032,7,47,93,19.844023811705796,11.276561815244671,1004.9356773511223,0.27752879198502856,1,29.91494259056097,0
Medellín,1476.5222107217066,8,11,85,14.799314298198336,13.59350279152708,1003.7216282434631,0.8644276285221034,2,41.8608932563341,0
Villa de Leyva,2101.6610597738986,4,68,65,26.88246808057106,11.151527609342915,1014.3783438346528,0.003372943550555507,5,31.427748250826614,0
Medellín,1495.1526109654444,7,36,28,17.5387557655782,7.992405561020914,980.2285465839077,0.20125316090490764,2,47.34649781248633,0
Cali,973.280063611062,7,31,22,20.32666511706379,12.910017326833277,1021.2991389185822,0.5904466882619761,1,52.4982258565386,0
Bogotá,2646.6814751886686,8,8,45,14.080572081431875,10.423775696722613,988.885196769101,0.16245052784466485,2,49.9977309681711,0
Cali,1039.6227627782037,7,98,91,31.703830216190042,0.1582668367528478,1024.2853497721808,0.9858039227235882,4,10.246251775217166,0
Bogotá,2648.0265952897425,8,18,67,14.995897782169349,5.911352291617547,1013.1314276582208,0.46419562242163104,5,42.67280237488199,0
Guajira,61.8165048792761,1,47,85,26.49782074173324,12.764278491102,1014.8413016465302,0.5973640749605509,5,45.10702055821795,0
Bogotá,2670.93704715222,8,79,89,18.25989560856222,5.187882869629039,1009.5291341168123,0.16037346510519312,3,9.151286771368138,0
Medellín,1494.197097966189,7,2,47,12.949217722019357,0.5282276028828525,1001.2248432253322,0.28937810087192783,2,58.0007206492898,0
Tatacoa,375.2191707134444,2,19,45,27.19325033515667,11.192694578284085,1005.7232462012524,0.6146247826794156,1,58.868241623405005,1
Villa de Leyva,2130.7314548453164,2,23,44,16.006562936697037,12.03057405424303,982.0881298706806,0.5495533732863976,1,51.88833050300269,0
Medellín,1477.3787765590532,7,53,31,28.764640337547466,2.4089054256496283,1008.0781779244406,0.784363945441166,0,47.007652606422376,0
Bogotá,2608.699838953692,8,32,24,29.966172438027755,8.060107452647717,1008.1744145894171,0.26923317857431617,0,37.76855585837212,0
Bogotá,2663.526339103271,8,23,67,28.635772049390624,2.8793315849358865,1020.1040358830815,0.653542146706534,4,43.20639598147677,0
Tatacoa,415.80708486050116,1,74,56,8.840189955363336,10.788516285662201,1002.7545360843599,0.29097550574886544,3,31.716091029975903,0
Cali,968.0499029475749,7,71,98,26.896960280122535,4.073256827662285,983.4714968338727,0.5867526197461204,2,21.932567498762,0
Cali,993.2102661155398,7,35,63,17.87214719597945,4.743226838449951,993.7788164216937,0.6050309676852086,5,48.971725996218616,0
Villa de Leyva,2116.240439353556,3,37,34,28.969350084373403,12.674562804601521,1009.5033235451443,0.12183911135448877,5,55.50042589820312,0
Medellín,1504.5203801726022,7,83,62,23.310902304433732,7.144835283103565,990.7666488238159,0.5486331106862661,3,19.398326892788162,0
Cali,1050.2952853337006,7,98,67,28.007435219455,10.046316768273718,992.6237519834931,0.011938299954182496,2,18.425218568841128,0
Medellín,1508.4455807002535,7,88,89,19.986362476804047,6.0355957608370145,1016.9211057362384,0.5012107513746915,1,10.848754737625917,0
Bogotá,2618.9642261506,8,98,65,20.840612110374387,4.4701028579063316,1006.2943879293219,0.697521888608075,2,14.021593956038114,0
Medellín,1485.4306509298433,7,24,62,11.465303171208014,9.38217090636992,1002.8837344298107,0.07283272898998872,1,44.5246454712354,0
Villa de Leyva,2107.214462302951,3,92,40,26.81569660854453,2.3228636111823193,994.3303385062612,0.9387108164170271,2,21.11142625416771,0
Bogotá,2600.5151244965446,7,17,42,18.06535068000732,5.594997533502945,1012.8917616169865,0.4587555319894543,4,58.52175154393228,0
Villa de Leyva,2174.3814914477407,4,81,99,20.001922838517984,3.135555560788834,992.9473295520513,0.9384162756240619,2,26.986280498930263,0
Medellín,1538.3233660939377,6,65,66,26.842345138296984,10.436924504111182,1013.1678582939879,0.1073984236911325,1,24.77096028946199,0
Tatacoa,378.55694413571297,2,53,34,22.372289601906537,14.163132575191614,983.1545666120348,0.9499025944195347,2,50.22967116499571,0
Guajira,51.4435646039759,2,34,44,12.826369458624018,14.932664520237996,1018.9043603711938,0.10919709942534672,3,46.565959292357604,0
Bogotá,2661.615712800038,7,79,55,22.165583819621425,6.754152156623861,1002.480490851917,0.46149579845133604,1,25.25958283716686,0
Villa de Leyva,2099.0847339448346,3,60,94,17.78318859151174,3.787955844546667,999.7328607514537,0.9379920667268656,1,32.03029663669553,0
Bogotá,2608.539401650932,8,40,70,19.268613009052704,6.642440555764862,1007.4960535193866,0.23270820038887152,5,43.41242490384501,0
Villa de Leyva,2208.8090645573375,3,99,34,8.679470585664028,12.709041149440857,1008.0886432803321,0.03478498085873405,1,28.243594717206374,0
Bogotá,2611.2685050633177,8,32,87,13.040704388390758,3.0900851782805985,985.9415829600498,0.7931106750282209,3,26.90495584522055,0
Bogotá,2629.144970717425,7,67,40,14.744913953144678,14.281434774793857,1014.0305115417295,0.5958836376690099,2,34.97889359101494,0
Tatacoa,381.91196918811903,2,32,32,25.111040188611337,5.127986531972265,992.4167734077529,0.5139211929014407,2,52.25351800603231,0
Villa de Leyva,2089.156619263301,3,13,38,8.275819359154767,14.787054891754574,1020.7232846076462,0.034343384353218376,1,57.90620425664255,0
Bogotá,2642.4816761551324,8,20,53,17.810654269499167,12.579133313009434,1016.8032798536675,0.6532312688068451,3,44.89697107317443,0
Tatacoa,399.242451271034,2,47,97,30.176644890217588,12.128558012210854,995.5819718690636,0.1716233518845648,4,36.552221753235365,0
